Listing Title,Area,Distances to Railway Stations,Building Age,Stories Tall,Floor,Price,Administrative Costs,Deposit,Gratuity,Rooms,Square Meters,Links to Listing
井上アパート2号棟,神奈川県相模原市中央区大野台３,"ＪＲ横浜線/古淵駅 歩28分,ＪＲ横浜線/淵野辺駅 歩22分,ＪＲ横浜線/淵野辺駅 バス15分 (バス停)大野台中央 歩1分",築48年,2階建,2階,2.9万円,1000円,-,-,1DK,32.4m,https://suumo.jp/chintai/jnc_000055071231/?bc=100183928968
ちはる荘B,茨城県つくば市春日４,"つくばエクスプレス/つくば駅 歩40分,つくばエクスプレス/研究学園駅 車13分(3.0km),つくばエクスプレス/万博記念公園駅 車20分(6.9km)",築36年,2階建,2階,2.9万円,2000円,5万円,-,1K,19.15m,https://suumo.jp/chintai/jnc_000055114904/?bc=100151918304
春日アーバンハイツ,茨城県つくば市春日４,つくばエクスプレス/つくば駅 歩38分,築36年,2階建,2階,3万円,2000円,3万円,-,1K,17.01m,https://suumo.jp/chintai/jnc_000037601829/?bc=100183816518
春日アーバンハイツ,茨城県つくば市春日４,つくばエクスプレス/つくば駅 歩38分,築36年,2階建,2階,3万円,2000円,3万円,-,1K,17.01m,https://suumo.jp/chintai/jnc_000046401761/?bc=100183857119
ファミーユ井村,茨城県鹿嶋市旭ケ丘１,"ＪＲ鹿島線/鹿島神宮駅 歩44分,ＪＲ鹿島線/鹿島サッカースタジアム駅 歩57分,ＪＲ鹿島線/延方駅 歩88分",築32年,2階建,2階,3万円,2000円,3万円,-,1DK,27m,https://suumo.jp/chintai/jnc_000054416934/?bc=100183883553
パルハイツ,栃木県那須塩原市井口,ＪＲ東北本線/西那須野駅 歩48分,築27年,2階建,2階,3.2万円,-,-,-,2DK,34.7m,https://suumo.jp/chintai/jnc_000055008903/?bc=100183659667
東京メトロ日比谷線 三ノ輪駅 2階建 築65年,東京都荒川区南千住６,"東京メトロ日比谷線/三ノ輪駅 歩9分,都電荒川線/三ノ輪橋駅 歩6分,ＪＲ常磐線/南千住駅 歩9分",築65年,2階建,2階,2.5万円,1100円,2.5万円,2.5万円,ワンルーム,9m,https://suumo.jp/chintai/jnc_000053886627/?bc=100184232308
東京メトロ日比谷線 三ノ輪駅 2階建 築65年,東京都荒川区南千住６,"東京メトロ日比谷線/三ノ輪駅 歩9分,都電荒川線/三ノ輪橋駅 歩6分,ＪＲ常磐線/南千住駅 歩9分",築65年,2階建,2階,2.5万円,1100円,2.5万円,2.5万円,ワンルーム,9m,https://suumo.jp/chintai/jnc_000039265757/?bc=100184232304
タイセイコーポラス,茨城県つくば市天久保４,"つくばエクスプレス/つくば駅 歩43分,つくばエクスプレス/研究学園駅 歩63分,つくばエクスプレス/万博記念公園駅 歩114分",築33年,4階建,3階,3.5万円,3000円,5万円,-,1K,21.7m,https://suumo.jp/chintai/jnc_000037492220/?bc=100184128535
エルディム小堀 B,栃木県宇都宮市駒生町,"ＪＲ宇都宮線/宇都宮駅 バス38分 (バス停)宝木本町上 歩6分,東武宇都宮線/東武宇都宮駅 車10分(6.6km),ＪＲ日光線/鶴田駅 車17分(9.0km)",築32年,2階建,1階,3.55万円,1500円,-,-,2DK,39.74m,https://suumo.jp/chintai/jnc_000054395951/?bc=100184017107
エルディム小堀 B,栃木県宇都宮市駒生町,"ＪＲ宇都宮線/宇都宮駅 バス38分 (バス停)宝木本町上 歩6分,東武宇都宮線/東武宇都宮駅 車10分(6.6km),ＪＲ日光線/鶴田駅 車17分(9.0km)",築32年,2階建,1階,3.65万円,1500円,-,-,2DK,39.74m,https://suumo.jp/chintai/jnc_000052053316/?bc=100184017157
ベル&MKハイツ,群馬県前橋市下小出町２,上毛電鉄/中央前橋駅 歩39分,築34年,4階建,2階,3.6万円,-,-,-,2DK,41.4m,https://suumo.jp/chintai/jnc_000029709049/?bc=100183870388
MAST ポラリスB,群馬県前橋市富士見町小暮,"上毛電鉄/心臓血管センター駅 歩72分,上毛電鉄/江木駅 歩71分,上毛電鉄/赤坂駅 歩78分",築4年,2階建,1階,5.7万円,3000円,5.7万円,5.7万円,1LDK,42m,https://suumo.jp/chintai/jnc_000054895305/?bc=100183883992
ＪＲ常磐線 水戸駅 2階建 新築,茨城県水戸市笠原町,ＪＲ常磐線/水戸駅 歩76分,新築,2階建,1階,5.8万円,3500円,5.8万円,5.8万円,1SK,33.29m,https://suumo.jp/chintai/jnc_000055023086/?bc=100183764394
ＪＲ常磐線 水戸駅 2階建 新築,茨城県水戸市笠原町,ＪＲ常磐線/水戸駅 歩76分,新築,2階建,1階,5.8万円,3500円,5.8万円,5.8万円,1SK,33.29m,https://suumo.jp/chintai/jnc_000055023087/?bc=100183764393
ＪＲ常磐線 水戸駅 2階建 新築,茨城県水戸市笠原町,ＪＲ常磐線/水戸駅 歩76分,新築,2階建,1階,5.9万円,3500円,5.9万円,5.9万円,1SK,33.29m,https://suumo.jp/chintai/jnc_000055023088/?bc=100183764395
ＪＲ常磐線 水戸駅 2階建 新築,茨城県水戸市笠原町,ＪＲ常磐線/水戸駅 歩76分,新築,2階建,1階,5.9万円,3500円,5.9万円,5.9万円,1SK,33.29m,https://suumo.jp/chintai/jnc_000055023085/?bc=100183764396
ＪＲ常磐線 水戸駅 2階建 新築,茨城県水戸市笠原町,ＪＲ常磐線/水戸駅 歩76分,新築,2階建,1階,6.1万円,3500円,6.1万円,6.1万円,1SK,43.67m,https://suumo.jp/chintai/jnc_000055023091/?bc=100183764398
ＪＲ常磐線 水戸駅 2階建 新築,茨城県水戸市笠原町,ＪＲ常磐線/水戸駅 歩76分,新築,2階建,1階,6.1万円,3500円,6.1万円,6.1万円,1SK,43.67m,https://suumo.jp/chintai/jnc_000055023090/?bc=100183764397
ＪＲ常磐線 水戸駅 2階建 新築,茨城県水戸市笠原町,ＪＲ常磐線/水戸駅 歩76分,新築,2階建,1階,6.2万円,3500円,6.2万円,6.2万円,1SK,43.67m,https://suumo.jp/chintai/jnc_000055023092/?bc=100183764400
ＪＲ常磐線 水戸駅 2階建 新築,茨城県水戸市笠原町,ＪＲ常磐線/水戸駅 歩76分,新築,2階建,1階,6.2万円,3500円,6.2万円,6.2万円,1SK,43.67m,https://suumo.jp/chintai/jnc_000055023089/?bc=100183764399
小田急小田原線 本厚木駅 2階建 築34年,神奈川県愛甲郡愛川町中津,"小田急小田原線/本厚木駅 バス37分 (バス停)中津 歩5分,ＪＲ相模線/番田駅 歩82分,ＪＲ相模線/原当麻駅 歩71分",築34年,2階建,2階,4.8万円,-,9.6万円,-,2DK,39.7m,https://suumo.jp/chintai/jnc_000054132957/?bc=100183898306
サンシティミヤコ　C,群馬県伊勢崎市宮子町,"東武伊勢崎線/伊勢崎駅 歩41分,ＪＲ両毛線/駒形駅 歩47分,東武伊勢崎線/新伊勢崎駅 歩51分",築32年,2階建,1階,3万円,3000円,-,-,2DK,37.46m,https://suumo.jp/chintai/jnc_000055130954/?bc=100139677562
メゾンアイリス　II,群馬県高崎市中泉町,"ＪＲ上越線/井野駅 歩50分,ＪＲ高崎線/高崎駅 車20分(6.8km)",築25年,2階建,2階,3.9万円,1750円,-,-,2DK,38.71m,https://suumo.jp/chintai/jnc_000054471610/?bc=100183990111
サニーホームズ　Ｂ,群馬県高崎市大沢町,ＪＲ上越線/新前橋駅 歩52分,築23年,2階建,1階,3.9万円,2000円,-,-,2DK,47.23m,https://suumo.jp/chintai/jnc_000054666178/?bc=100183757972
Bell House,東京都三鷹市中原３,"ＪＲ中央線/三鷹駅 歩49分,京王線/つつじヶ丘駅 歩30分,京王線/仙川駅 歩29分",築27年,3階建,1階,3.9万円,3000円,3.9万円,-,ワンルーム,16m,https://suumo.jp/chintai/jnc_000054869435/?bc=100183517290
ディアコートＡ,群馬県伊勢崎市宮子町,"ＪＲ両毛線/駒形駅 歩47分,ＪＲ両毛線/伊勢崎駅 歩53分,東武伊勢崎線/伊勢崎駅 歩53分",築26年,2階建,2階,4万円,-,4万円,-,2DK,35.64m,https://suumo.jp/chintai/jnc_000055061876/?bc=100184121396
ＪＲ宇都宮線 石橋駅 2階建 築4年,栃木県河内郡上三川町大字上三川,ＪＲ宇都宮線/石橋駅 歩71分,築4年,2階建,2階,6.2万円,3000円,6.2万円,-,2LDK,60m,https://suumo.jp/chintai/jnc_000054749254/?bc=100183798949
ストリーム八木,千葉県成田市名古屋,ＪＲ成田線/滑河駅 歩45分,築30年,2階建,1階,4万円,2000円,-,-,2DK,38.88m,https://suumo.jp/chintai/jnc_000053689762/?bc=100171018095
ヴィンテージ宮原,神奈川県藤沢市宮原,小田急江ノ島線/湘南台駅 バス25分 (バス停)宮原 歩4分,築45年,平屋,1階,10.8万円,-,10.8万円,10.8万円,4LDK,105.99m,https://suumo.jp/chintai/jnc_000054558935/?bc=100183494655
ニュー柳川ハイツ,東京都昭島市朝日町２,"ＪＲ青梅線/中神駅 歩7分,ＪＲ青梅線/昭島駅 歩13分",築66年,2階建,1階,4.5万円,-,-,-,3DK,42.53m,https://suumo.jp/chintai/jnc_000052677207/?bc=100184091127
吉野原丸徳マンション,埼玉県さいたま市北区吉野町１,"埼玉新都市交通伊奈線/吉野原駅 歩6分,ＪＲ高崎線/宮原駅 バス6分 (バス停)工業団地西 歩4分,埼玉新都市交通伊奈線/今羽駅 歩17分",築48年,4階建,4階,3.9万円,2000円,3.9万円,-,2DK,40m,https://suumo.jp/chintai/jnc_000055061909/?bc=100183919627
吉野原丸徳マンション,埼玉県さいたま市北区吉野町１,"埼玉新都市交通伊奈線/吉野原駅 歩6分,ＪＲ高崎線/宮原駅 バス6分 (バス停)工業団地西 歩4分,埼玉新都市交通伊奈線/今羽駅 歩17分",築48年,4階建,4階,4.5万円,3000円,4.5万円,-,2DK,35m,https://suumo.jp/chintai/jnc_000055103642/?bc=100184082398
小林ハイツ,栃木県宇都宮市氷室町,"ＪＲ宇都宮線/宇都宮駅 バス33分 (バス停)光ヶ丘入口 歩11分,真岡鉄道/多田羅駅 歩99分,ＪＲ宇都宮線/岡本駅 歩99分",築32年,2階建,2階,4.3万円,-,4.3万円,-,ワンルーム,29.4m,https://suumo.jp/chintai/jnc_000041124906/?bc=100124207584
小林ハイツ,栃木県宇都宮市氷室町,"ＪＲ宇都宮線/宇都宮駅 バス33分 (バス停)光ヶ丘入口 歩11分,真岡鉄道/多田羅駅 歩99分,ＪＲ宇都宮線/岡本駅 歩99分",築32年,2階建,2階,4.5万円,-,4.5万円,-,2DK,34.74m,https://suumo.jp/chintai/jnc_000041124904/?bc=100124207497
ＪＲ常磐線 水戸駅 2階建 築15年,茨城県水戸市住吉町,"ＪＲ常磐線/水戸駅 歩59分,鹿島臨海鉄道/東水戸駅 歩66分,ＪＲ常磐線/偕楽園駅 歩78分",築15年,2階建,1階,4.65万円,2500円,4.65万円,2.33万円,ワンルーム,33.39m,https://suumo.jp/chintai/jnc_000053352867/?bc=100183390174
ビレッジハウス寺尾1号棟,群馬県高崎市石原町,"ＪＲ高崎線/高崎駅 バス15分 (バス停)農大二高 歩3分,上信電鉄/佐野のわたし駅 歩25分,上信電鉄/南高崎駅 歩27分",築56年,4階建,2階,3.7万円,-,-,-,3DK,49.2m,https://suumo.jp/chintai/jnc_000055110583/?bc=100184114387
ビレッジハウス寺尾1号棟,群馬県高崎市石原町,"ＪＲ高崎線/高崎駅 バス15分 (バス停)農大二高 歩3分,上信電鉄/佐野のわたし駅 歩25分,上信電鉄/南高崎駅 歩27分",築56年,4階建,2階,3.8万円,-,-,-,3DK,49.2m,https://suumo.jp/chintai/jnc_000053941784/?bc=100183627594
ＪＲ水戸線 小田林駅 3階建 築23年,栃木県小山市大字横倉新田,ＪＲ水戸線/小田林駅 歩52分,築23年,3階建,1階,4.7万円,4000円,4.7万円,-,2DK,54.49m,https://suumo.jp/chintai/jnc_000055089290/?bc=100158864773
上毛電鉄 中央前橋駅 2階建 築4年,群馬県前橋市龍蔵寺町,"上毛電鉄/中央前橋駅 歩47分,ＪＲ上越線/群馬総社駅 歩70分,上毛電鉄/城東駅 歩49分",築4年,2階建,2階,6.6万円,3500円,-,6.6万円,2LDK,60.46m,https://suumo.jp/chintai/jnc_000055061845/?bc=100048216230
アサイハイツ,埼玉県三郷市戸ケ崎３,"つくばエクスプレス/三郷中央駅 歩35分,天王橋南/バス 歩3分,つくばエクスプレス/八潮駅 歩44分",築40年,3階建,3階,4.8万円,2000円,4.8万円,4.8万円,2DK,36.5m,https://suumo.jp/chintai/jnc_000019228743/?bc=100183753285
東急東横線 学芸大学駅 2階建 築67年,東京都目黒区中央町２,"東急東横線/学芸大学駅 歩4分,東急東横線/祐天寺駅 歩10分,東急目黒線/武蔵小山駅 歩28分",築67年,2階建,2階,7万円,-,-,-,2K,30.8m,https://suumo.jp/chintai/jnc_000055138229/?bc=100184207824
こてはしマンション,千葉県千葉市花見川区犢橋町,"千葉都市モノレール/スポーツセンター駅 歩45分,千葉都市モノレール/穴川駅 歩48分,千葉都市モノレール/動物公園駅 歩57分",築28年,4階建,2階,4.2万円,3000円,-,-,2DK,44.66m,https://suumo.jp/chintai/jnc_000055137506/?bc=100184229981
こてはしマンション,千葉県千葉市花見川区犢橋町,"千葉都市モノレール/スポーツセンター駅 歩45分,千葉都市モノレール/穴川駅 歩48分,千葉都市モノレール/動物公園駅 歩57分",築28年,4階建,2階,4.9万円,3000円,-,-,2DK,44.66m,https://suumo.jp/chintai/jnc_000055068973/?bc=100183950280
こてはしマンション,千葉県千葉市花見川区犢橋町,"千葉都市モノレール/スポーツセンター駅 歩45分,千葉都市モノレール/穴川駅 歩48分,千葉都市モノレール/動物公園駅 歩57分",築28年,4階建,2階,4.9万円,3000円,-,-,2DK,44.66m,https://suumo.jp/chintai/jnc_000055068972/?bc=100183950281
東北新幹線 小山駅 2階建 築17年,栃木県小山市大字横倉新田,"東北新幹線/小山駅 歩59分,ＪＲ水戸線/小田林駅 車9分(5.0km),ＪＲ両毛線/思川駅 車21分(11.8km)",築17年,2階建,2階,4.95万円,2500円,-,2万円,1LDK,42.14m,https://suumo.jp/chintai/jnc_000054978533/?bc=100183888301
ラフィネ　シス,栃木県大田原市加治屋,"ＪＲ東北本線/西那須野駅 歩65分,ＪＲ東北本線/野崎駅 歩75分,ＪＲ東北本線/那須塩原駅 歩135分",築10年,2階建,1階,5万円,2000円,-,5万円,2LDK,53.81m,https://suumo.jp/chintai/jnc_000054710901/?bc=100183674696
コートハイム,神奈川県横浜市神奈川区菅田町,ＪＲ横浜線/鴨居駅 バス11分 (バス停)小川橋 歩31分,築34年,2階建,2階,5万円,-,5万円,5万円,2DK,43.3m,https://suumo.jp/chintai/jnc_000013660680/?bc=100184142916
メゾン大野,東京都三鷹市深大寺３,"ＪＲ中央線/三鷹駅 歩43分,ＪＲ中央線/武蔵境駅 歩25分,西武多摩川線/新小金井駅 歩25分",築33年,2階建,2階,5万円,2000円,-,-,ワンルーム,18.79m,https://suumo.jp/chintai/jnc_000019121020/?bc=100183517420
ＪＲ中央線 八王子駅 3階建 築47年,東京都八王子市川口町,"ＪＲ中央線/八王子駅 バス25分 (バス停)新川口 歩4分,京王線/京王八王子駅 バス27分 (バス停)新川口 歩4分",築47年,3階建,1階,3.15万円,3000円,-,-,1K,34.02m,https://suumo.jp/chintai/jnc_000054951706/?bc=100183538643
三富様貸家,神奈川県横須賀市小矢部１,"ＪＲ横須賀線/衣笠駅 歩8分,京急久里浜線/北久里浜駅 歩26分,京急本線/県立大学駅 歩30分",築65年,平屋,1階,5.2万円,-,5.2万円,-,2SDK,42.12m,https://suumo.jp/chintai/jnc_000055051973/?bc=100183851430
グラシアス　Ａ,茨城県水戸市栗崎町,"ＪＲ常磐線/水戸駅 歩62分,鹿島臨海鉄道/東水戸駅 歩27分,鹿島臨海鉄道/常澄駅 歩55分",築13年,2階建,1階,5.3万円,3000円,-,-,2DK,45.12m,https://suumo.jp/chintai/jnc_000013037504/?bc=100078356796
サニーメゾン,茨城県小美玉市堅倉,ＪＲ常磐線/石岡駅 バス14分 (バス停)東大曲 歩5分,築2年,2階建,1-2階,5.3万円,3500円,10.6万円,-,2LDK,57.98m,https://suumo.jp/chintai/jnc_000036995402/?bc=100183531426
ＪＲ常磐線 羽鳥駅 2階建 築2年,茨城県小美玉市堅倉,"ＪＲ常磐線/羽鳥駅 歩72分,ＪＲ常磐線/石岡駅 歩104分",築2年,2階建,1階,5.3万円,3500円,10.6万円,-,2LDK,57.98m,https://suumo.jp/chintai/jnc_000055110489/?bc=100183879409
ラリュールＡ,群馬県太田市新田大根町,東武伊勢崎線/境町駅 歩69分,築7年,2階建,1階,5.3万円,2500円,-,5.3万円,1LDK,50.29m,https://suumo.jp/chintai/jnc_000054943504/?bc=100183496877
京王新線 幡ヶ谷駅 2階建 築64年,東京都渋谷区本町４,"京王新線/幡ヶ谷駅 歩12分,都営大江戸線/西新宿五丁目駅 歩12分,東京メトロ丸ノ内線/中野新橋駅 歩14分",築64年,2階建,2階,5.4万円,3000円,-,-,1K,15m,https://suumo.jp/chintai/jnc_000055090905/?bc=100184023874
ＷＥＲＤＥＮ　ｆirst bldg,栃木県宇都宮市清原台２,"ＪＲ宇都宮線/宇都宮駅 バス48分 (バス停)清原台2丁目 歩1分,湘南新宿ライン宇須/宇都宮駅 バス48分 (バス停)清原台２丁目 歩1分,東北新幹線/宇都宮駅 バス48分 (バス停)清原台２丁目 歩1分",築27年,3階建,2階,4.5万円,-,4.5万円,4.5万円,ワンルーム,28.35m,https://suumo.jp/chintai/jnc_000054837289/?bc=100183662242
ＪＲ上越線 群馬総社駅 3階建 築2年,群馬県高崎市棟高町,"ＪＲ上越線/群馬総社駅 歩71分,ＪＲ上越線/井野駅 歩65分,ＪＲ両毛線/新前橋駅 歩66分",築2年,3階建,2階,4.8万円,3500円,-,4.8万円,1LDK,41.23m,https://suumo.jp/chintai/jnc_000054349659/?bc=100184199381
ＪＲ上越線 井野駅 2階建 築16年,群馬県高崎市棟高町,"ＪＲ上越線/井野駅 歩59分,ＪＲ上越線/新前橋駅 歩61分,ＪＲ上越線/群馬総社駅 歩72分",築16年,2階建,2階,5.8万円,3500円,-,5.8万円,2DK,51.69m,https://suumo.jp/chintai/jnc_000053266455/?bc=100183694392
ＪＲ上越線 井野駅 2階建 築16年,群馬県高崎市棟高町,"ＪＲ上越線/井野駅 歩59分,ＪＲ上越線/新前橋駅 歩61分,ＪＲ上越線/群馬総社駅 歩72分",築16年,2階建,2階,5.9万円,3500円,-,5.9万円,2LDK,51.69m,https://suumo.jp/chintai/jnc_000053266454/?bc=100183694395
ミスズコーポ,東京都葛飾区奥戸５,"ＪＲ総武線/新小岩駅 歩20分,ＪＲ総武線/小岩駅 歩25分,京成押上線/京成立石駅 歩28分",築50年,2階建,2階,5.1万円,4000円,-,-,1K,225.36m,https://suumo.jp/chintai/jnc_000055091350/?bc=100184239138
亀有２丁目貸家,東京都葛飾区亀有２,"ＪＲ常磐線/亀有駅 歩9分,ＪＲ常磐線/金町駅 歩25分,京成本線/青砥駅 歩24分",築65年,2階建,1階,6.5万円,-,6.5万円,-,3K,40m,https://suumo.jp/chintai/jnc_000030056096/?bc=100184081265
はなぶさハイム,東京都練馬区大泉学園町７,"西武池袋線/大泉学園駅 歩34分,東武東上線/朝霞駅 バス17分 (バス停)風致地区 歩5分,東京メトロ有楽町線/和光市駅 歩45分",築41年,2階建,2階,6.98万円,-,6.98万円,6.98万円,2SK,45m,https://suumo.jp/chintai/jnc_000051778860/?bc=100184111804
寿マンション,東京都練馬区大泉町３,"西武池袋線/大泉学園駅 歩37分,東京メトロ有楽町線/和光市駅 歩35分,都営大江戸線/光が丘駅 歩40分",築38年,2階建,2階,6.8万円,2000円,6.8万円,6.8万円,2DK,38.88m,https://suumo.jp/chintai/jnc_000054558280/?bc=100184111855
彦成２丁目貸家,埼玉県三郷市彦成２,ＪＲ武蔵野線/新三郷駅 歩28分,築46年,2階建,1-2階,6.9万円,2000円,6.9万円,-,3DK,69.74m,https://suumo.jp/chintai/jnc_000055009359/?bc=100150852521
カーサ・エスペランサ,茨城県つくば市館野,つくばエクスプレス/つくば駅 歩67分,築8年,2階建,2階,7万円,3000円,7万円,-,2LDK,56.78m,https://suumo.jp/chintai/jnc_000013054828/?bc=100164425697
西武池袋線 狭山ヶ丘駅 2階建 築44年,埼玉県所沢市三ケ島３,西武池袋線/狭山ヶ丘駅 歩29分,築44年,2階建,1-2階,7.8万円,-,7.8万円,-,4LDK,72.39m,https://suumo.jp/chintai/jnc_000055089548/?bc=100184017979
